,keyword,comments,polarity
13,update,"It seems there are a few bugs in the system which remain to be addressed. Here are 2 of them - 1. The app does not allow to manually update the address. In my case the GPS locator continued to wrong address of an adjacent building and the did not allow me to update it manually. 2. The DOB field asks me to add the date in in yyyy-mm-dd hh:mm:ss format . There could be many more but I was stuck with these basic ones and wanted to raise a ticket for the same. But, helpdesk kept asking me to send screenshot.",0.05000000000000001
13,update,My neo coins are not updated. Its almost 7 days. No response. Useless customer care whi do not know gow to handle complaints.,-0.5
13,update,"If It takes so many follow ups to update a mobile number, I am not sure about the other services which are In the tray.",0.041666666666666664
13,update,"I think yoy should take time to update your app. It takes ages to transfer money, the executives on chat unable to resolve issues. So are the executives manning customer care email. Zero problem solving capacity. It is bringing bad name to you as of now.",-0.5999999999999999
13,update,Instant response likely to be updated in this app,0.0
13,update,I think customer care people should give the detail update about the status not just the general answer which is available in FAQ.,0.22500000000000003
13,update,"It's more than 27 hours since i make the payment for the recharge and till now your team have no update for me. Why I am being the test subject for your experiments. Why I am paying the cost of your Technical issue or your incapability to provide service. If you can't do the service tell me straight forward and refund my amount, no hard feelings at least in that way I won't be suffering or wasting my time and energy",0.06319444444444447
13,update,You will 1st update app other wise iwill suggest,0.2875
13,update,I have ordered a mobile on 16/04 Till now no sms or email update received. Also customer care itself don't know how to track. All they ask is 72 hours. Pathetic,-1.0
13,update,I used the payments feature for making a electricity bill payment and the status of the payment is not updated for the past 2 days and the only help received is to wait,-0.125
13,update,I used the payments feature for making a electricity bill payment and the status of the payment is not updated for the past 2 days and the only help received is to wait,-0.125
13,update,I used the payments feature for making a electricity bill payment and the status of the payment is not updated for the past 2 days and the only help received is to wait,-0.125
